source,comparison,feature,MWW_pval,MWW_qval,FC,Log2FC,Log10FC,diffmean,source_true_summary,source_false_summary
BF,1_vs_4,fail_child.is.sick,0.16579019957505914,,0.0,-inf,-inf,-0.017073255105994337,0.0 ± 0.0,0.02 ± 0.04
BF,1_vs_4,fail_child.or.parents.not.at.home,0.44137494977317104,,0.662237034319419,-0.5945804019794241,-0.17898653582975424,-0.020906200300504822,0.04 ± 0.09,0.06 ± 0.09
BF,1_vs_4,fail_child.refused.to.take,1.0,,0.5939454319762172,-0.7515977036484847,-0.22625345347036155,-0.011415028992402602,0.02 ± 0.03,0.03 ± 0.05
BF,1_vs_4,fail_child.vomiting,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± 0.0
BF,1_vs_4,fail_no.failure,0.269606104568209,,1.0612423330008178,0.08575413099230259,0.02581456568078132,0.0543791469755891,0.94 ± 0.12,0.89 ± 0.13
BF,1_vs_4,fail_other,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± 0.0
BF,1_vs_4,fail_parents.refused.to.feed,0.5270892568655381,,0.0,-inf,-inf,-0.004984662576687112,0.0 ± 0.0,0.0 ± 0.01
BF,1_vs_4,fever,0.294952935439746,,0.0,-inf,-inf,-0.0008562045507858125,0.0 ± 0.0,0.0 ± 0.0
BF,1_vs_4,ors,0.32769275907330675,,1.8630917504255544,0.8976987234607514,0.27023424283095143,0.006083574482996526,0.01 ± 0.01,0.01 ± 0.01
BF,1_vs_4,rash,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± 0.0
BF,1_vs_4,zinc,0.08089265412686569,,inf,inf,inf,0.006427297108897781,0.01 ± 0.01,0.0 ± 0.0
BF,1_vs_7,antibiotic,0.3333333333333333,,0.15158265074403518,-2.7218234542930277,-0.8193505026439525,-0.11480234758909094,0.02 ± 0.02,0.14 ± nan
BF,1_vs_7,base_temp,1.0,,0.997808219178082,-0.003165541677903878,-0.000952922997573556,-0.0800000000000054,36.42 ± 0.28,36.5 ± nan
BF,1_vs_7,comp_cookies.ruti.bread,0.5338294217441396,,0.49134264346223305,-1.0251986393488135,-0.30861554195789276,-0.013429897202317277,0.01 ± 0.02,0.03 ± nan
BF,1_vs_7,comp_halwa,1.0,,inf,inf,inf,0.00504731861198738,0.01 ± 0.01,0.0 ± nan
BF,1_vs_7,comp_khichuri,0.6666666666666666,,5.849281296872473,2.548259371168591,0.7671025074535802,0.048012686107648236,0.06 ± 0.09,0.01 ± nan
BF,1_vs_7,comp_none,1.0,,inf,inf,inf,0.04037854889589904,0.04 ± 0.09,0.0 ± nan
BF,1_vs_7,comp_others,0.5524529048817779,,0.2863597968460341,-1.8040991335776104,-0.5430879543582603,-0.028262978342731317,0.01 ± 0.02,0.04 ± nan
BF,1_vs_7,comp_rice.and.curry,0.6666666666666666,,1.105464704022876,0.1446529626086158,0.04354488070685364,0.0755308276335449,0.79 ± 0.36,0.72 ± nan
BF,1_vs_7,comp_suji,0.5524529048817779,,0.3666669342752458,-1.447457924032778,-0.4357282525953824,-0.13168311267544391,0.08 ± 0.15,0.21 ± nan
BF,1_vs_7,comp_tea.drinks.juice,0.7290344895388041,,inf,inf,inf,0.004406606971412879,0.0 ± 0.01,0.0 ± nan
BF,1_vs_7,cough,0.5338294217441396,,0.3543178758800564,-1.4968838414183234,-0.4506069362916414,-0.07884567192223732,0.04 ± 0.07,0.12 ± nan
BF,1_vs_7,days_to_recovery,,,,,,,79.0 ± nan,nan ± nan
BF,1_vs_7,diarrhoea,0.6666666666666666,,2.027179046469286,1.019473517539722,0.3068921085645262,0.02712023885067422,0.05 ± 0.1,0.03 ± nan
BF,1_vs_7,fail_child.is.sick,0.07363827012030266,,0.0,-inf,-inf,-0.0726072607260726,0.0 ± 0.0,0.07 ± nan
BF,1_vs_7,fail_child.or.parents.not.at.home,0.5338294217441396,,0.7305841552091964,-0.45287762978447166,-0.1363297509303336,-0.01511574046681076,0.04 ± 0.09,0.06 ± nan
BF,1_vs_7,fail_child.refused.to.take,0.21337370709311831,,0.21079997334162703,-2.2460534103596017,-0.676129448381621,-0.06251089320066319,0.02 ± 0.03,0.08 ± nan
BF,1_vs_7,fail_child.vomiting,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,1_vs_7,fail_no.failure,0.5524529048817779,,1.1896702916718527,0.2505617966610476,0.07542661656243449,0.15023389439354662,0.94 ± 0.12,0.79 ± nan
BF,1_vs_7,fail_other,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,1_vs_7,fail_parents.refused.to.feed,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,1_vs_7,fever,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,1_vs_7,ors,0.6666666666666666,,0.4973804929074576,-1.0075781682282827,-0.3033112516128821,-0.013270482035446661,0.01 ± 0.01,0.03 ± nan
BF,1_vs_7,rash,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,1_vs_7,zinc,0.7290344895388041,,inf,inf,inf,0.006427297108897781,0.01 ± 0.01,0.0 ± nan
BF,1_vs_0,antibiotic,1.0,,1.2101598420786233,0.2751976162139531,0.08284273721562425,0.0035620312216715633,0.02 ± 0.02,0.02 ± nan
BF,1_vs_0,base_temp,1.0,,0.997808219178082,-0.003165541677903878,-0.000952922997573556,-0.0800000000000054,36.42 ± 0.28,36.5 ± nan
BF,1_vs_0,comp_cookies.ruti.bread,0.7290344895388041,,inf,inf,inf,0.012972743061709122,0.01 ± 0.02,0.0 ± nan
BF,1_vs_0,comp_halwa,1.0,,inf,inf,inf,0.00504731861198738,0.01 ± 0.01,0.0 ± nan
BF,1_vs_0,comp_khichuri,0.37285793639518316,,inf,inf,inf,0.05791367620665814,0.06 ± 0.09,0.0 ± nan
BF,1_vs_0,comp_none,1.0,,inf,inf,inf,0.04037854889589904,0.04 ± 0.09,0.0 ± nan
BF,1_vs_0,comp_others,0.5338294217441396,,inf,inf,inf,0.011340982053308279,0.01 ± 0.02,0.0 ± nan
BF,1_vs_0,comp_rice.and.curry,0.6666666666666666,,3.5931110956092627,1.8452335428008937,0.5554706453883858,0.5713634617444137,0.79 ± 0.36,0.22 ± nan
BF,1_vs_0,comp_suji,0.23476366282766925,,0.09778311053961032,-3.354270890700984,-1.0097361516835357,-0.7034233375453885,0.08 ± 0.15,0.78 ± nan
BF,1_vs_0,comp_tea.drinks.juice,0.7290344895388041,,inf,inf,inf,0.004406606971412879,0.0 ± 0.01,0.0 ± nan
BF,1_vs_0,cough,0.7290344895388041,,inf,inf,inf,0.04326653929888478,0.04 ± 0.07,0.0 ± nan
BF,1_vs_0,days_to_recovery,,,1.6458333333333333,0.7188182474559467,0.21638585391485418,31.0,79.0 ± nan,48.0 ± nan
BF,1_vs_0,diarrhoea,0.37285793639518316,,inf,inf,inf,0.05352287911470062,0.05 ± 0.1,0.0 ± nan
BF,1_vs_0,fail_child.is.sick,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,1_vs_0,fail_child.or.parents.not.at.home,0.7290344895388041,,inf,inf,inf,0.04098987009424534,0.04 ± 0.09,0.0 ± nan
BF,1_vs_0,fail_child.refused.to.take,1.0,,4.925623139467831,2.30030625113784,0.6924611808058527,0.013307197082941499,0.02 ± 0.03,0.0 ± nan
BF,1_vs_0,fail_child.vomiting,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,1_vs_0,fail_no.failure,1.0,,0.9455182489208499,-0.08082279179054591,-0.024330084662258892,-0.05429706717718685,0.94 ± 0.12,1.0 ± nan
BF,1_vs_0,fail_other,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,1_vs_0,fail_parents.refused.to.feed,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,1_vs_0,fever,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,1_vs_0,ors,0.37285793639518316,,inf,inf,inf,0.013132158228579738,0.01 ± 0.01,0.0 ± nan
BF,1_vs_0,rash,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,1_vs_0,zinc,0.7290344895388041,,inf,inf,inf,0.006427297108897781,0.01 ± 0.01,0.0 ± nan
BF,4_vs_7,antibiotic,0.2222222222222222,,0.30732972064025527,-1.7021408038856463,-0.5123954388131816,-0.09372766156352982,0.04 ± 0.04,0.14 ± nan
BF,4_vs_7,base_temp,0.3226285469329776,,0.9931506849315068,-0.0099154688650828,-0.002984853549462216,-0.25,36.25 ± 0.23,36.5 ± nan
BF,4_vs_7,comp_cookies.ruti.bread,0.8438591144070402,,2.1878051126736318,1.1294842301314933,0.3400086328990186,0.031361191093693244,0.06 ± 0.12,0.03 ± nan
BF,4_vs_7,comp_halwa,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,4_vs_7,comp_khichuri,1.0,,2.3708904644596323,1.2454290116047138,0.37491148996316337,0.0135731729154419,0.02 ± 0.03,0.01 ± nan
BF,4_vs_7,comp_none,0.645387747869369,,inf,inf,inf,0.047029225340362135,0.05 ± 0.08,0.0 ± nan
BF,4_vs_7,comp_others,0.8888888888888888,,0.8862531240011106,-0.17420928709321537,-0.05244222093829588,-0.004504826772233246,0.04 ± 0.03,0.04 ± nan
BF,4_vs_7,comp_rice.and.curry,1.0,,0.9994969586539332,-0.0007259178539915987,-0.00021852304843949746,-0.0003602639343118774,0.72 ± 0.25,0.72 ± nan
BF,4_vs_7,comp_suji,0.5439970047870248,,0.5586041757849326,-0.8401017365188789,-0.2528958221015812,-0.09177536939125164,0.12 ± 0.21,0.21 ± nan
BF,4_vs_7,comp_tea.drinks.juice,1.0,,inf,inf,inf,0.004676870748299313,0.0 ± 0.01,0.0 ± nan
BF,4_vs_7,cough,0.16798185783203445,,0.23428738953555436,-2.0936487913228,-0.630251086573802,-0.09350286002371118,0.03 ± 0.03,0.12 ± nan
BF,4_vs_7,days_to_recovery,,,,,,,49.33 ± 24.68,nan ± nan
BF,4_vs_7,diarrhoea,1.0,,2.026585371048084,1.0190509510045342,0.30676490336227086,0.027104564252094624,0.05 ± 0.08,0.03 ± nan
BF,4_vs_7,fail_child.is.sick,0.2888443663464849,,0.2351452862325584,-2.088375682942685,-0.6286637227810004,-0.055534005620078264,0.02 ± 0.04,0.07 ± nan
BF,4_vs_7,fail_child.or.parents.not.at.home,0.8438591144070402,,1.1032064311534884,0.14170277219495264,0.0426567848994207,0.005790459833694063,0.06 ± 0.09,0.06 ± nan
BF,4_vs_7,fail_child.refused.to.take,0.2888443663464849,,0.35491471437070987,-1.494455706711117,-0.4498759949112595,-0.051095864208260594,0.03 ± 0.05,0.08 ± nan
BF,4_vs_7,fail_child.vomiting,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,4_vs_7,fail_no.failure,0.6666666666666666,,1.1210166186151713,0.16480766566874472,0.04961205088165309,0.09585474741795752,0.89 ± 0.13,0.79 ± nan
BF,4_vs_7,fail_other,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,4_vs_7,fail_parents.refused.to.feed,1.0,,inf,inf,inf,0.004984662576687112,0.0 ± 0.01,0.0 ± nan
BF,4_vs_7,fever,0.7908823229406242,,inf,inf,inf,0.0008562045507858125,0.0 ± 0.0,0.0 ± nan
BF,4_vs_7,ors,0.3118729647860222,,0.26696510936396417,-1.9052768916890344,-0.5735454944438336,-0.019354056518443186,0.01 ± 0.01,0.03 ± nan
BF,4_vs_7,rash,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,4_vs_7,zinc,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,4_vs_0,antibiotic,0.4444444444444444,,2.453566317586736,1.2948802666213346,0.38979780104639516,0.024636717247232695,0.04 ± 0.04,0.02 ± nan
BF,4_vs_0,base_temp,0.3226285469329776,,0.9931506849315068,-0.0099154688650828,-0.002984853549462216,-0.25,36.25 ± 0.23,36.5 ± nan
BF,4_vs_0,comp_cookies.ruti.bread,0.41849223344681985,,inf,inf,inf,0.05776383135771965,0.06 ± 0.12,0.0 ± nan
BF,4_vs_0,comp_halwa,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,4_vs_0,comp_khichuri,0.2433045973362562,,inf,inf,inf,0.0234741630144518,0.02 ± 0.03,0.0 ± nan
BF,4_vs_0,comp_none,0.645387747869369,,inf,inf,inf,0.047029225340362135,0.05 ± 0.08,0.0 ± nan
BF,4_vs_0,comp_others,0.2433045973362562,,inf,inf,inf,0.03509913362380635,0.04 ± 0.03,0.0 ± nan
BF,4_vs_0,comp_rice.and.curry,0.2222222222222222,,3.248682295416682,1.6998546623382862,0.5117072416330926,0.4954723701765569,0.72 ± 0.25,0.22 ± nan
BF,4_vs_0,comp_suji,0.15682829692617697,,0.14896912909977,-2.746914703187085,-0.8269037211897344,-0.6635155942611963,0.12 ± 0.21,0.78 ± nan
BF,4_vs_0,comp_tea.drinks.juice,1.0,,inf,inf,inf,0.004676870748299313,0.0 ± 0.01,0.0 ± nan
BF,4_vs_0,cough,0.41849223344681985,,inf,inf,inf,0.028609351197410926,0.03 ± 0.03,0.0 ± nan
BF,4_vs_0,days_to_recovery,,,1.027777777777778,0.03952836418663759,0.011899223299707783,1.3333333333333357,49.33 ± 24.68,48.0 ± nan
BF,4_vs_0,diarrhoea,0.32472318216053586,,inf,inf,inf,0.053507204516121024,0.05 ± 0.08,0.0 ± nan
BF,4_vs_0,fail_child.is.sick,0.645387747869369,,inf,inf,inf,0.017073255105994337,0.02 ± 0.04,0.0 ± nan
BF,4_vs_0,fail_child.or.parents.not.at.home,0.41849223344681985,,inf,inf,inf,0.06189607039475016,0.06 ± 0.09,0.0 ± nan
BF,4_vs_0,fail_child.refused.to.take,0.8320040285726364,,8.293056692226674,3.051903954786324,0.9187146342762142,0.024722226075344102,0.03 ± 0.05,0.0 ± nan
BF,4_vs_0,fail_child.vomiting,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,4_vs_0,fail_no.failure,0.4444444444444444,,0.8909541388603098,-0.16657692278284864,-0.05014465034304025,-0.10867621415277595,0.89 ± 0.13,1.0 ± nan
BF,4_vs_0,fail_other,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,4_vs_0,fail_parents.refused.to.feed,1.0,,inf,inf,inf,0.004984662576687112,0.0 ± 0.01,0.0 ± nan
BF,4_vs_0,fever,0.7908823229406242,,inf,inf,inf,0.0008562045507858125,0.0 ± 0.0,0.0 ± nan
BF,4_vs_0,ors,0.5245182802130763,,inf,inf,inf,0.007048583745583212,0.01 ± 0.01,0.0 ± nan
BF,4_vs_0,rash,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,4_vs_0,zinc,1.0,,,,,0.0,0.0 ± 0.0,0.0 ± nan
BF,7_vs_0,antibiotic,1.0,,7.983498349835021,2.997021070506981,0.9021932398595768,0.1183643788107625,0.14 ± nan,0.02 ± nan
BF,7_vs_0,base_temp,1.0,,1.0,0.0,0.0,0.0,36.5 ± nan,36.5 ± nan
BF,7_vs_0,comp_cookies.ruti.bread,1.0,,inf,inf,inf,0.0264026402640264,0.03 ± nan,0.0 ± nan
BF,7_vs_0,comp_halwa,1.0,,,,,0.0,0.0 ± nan,0.0 ± nan
BF,7_vs_0,comp_khichuri,1.0,,inf,inf,inf,0.0099009900990099,0.01 ± nan,0.0 ± nan
BF,7_vs_0,comp_none,1.0,,,,,0.0,0.0 ± nan,0.0 ± nan
BF,7_vs_0,comp_others,1.0,,inf,inf,inf,0.0396039603960396,0.04 ± nan,0.0 ± nan
BF,7_vs_0,comp_rice.and.curry,1.0,,3.2503173394262515,1.700580580192278,0.5119257646815321,0.49583263411086875,0.72 ± nan,0.22 ± nan
BF,7_vs_0,comp_suji,1.0,,0.2666810159276797,-1.9068129666682063,-0.5740078990881532,-0.5717402248699447,0.21 ± nan,0.78 ± nan
BF,7_vs_0,comp_tea.drinks.juice,1.0,,,,,0.0,0.0 ± nan,0.0 ± nan
BF,7_vs_0,cough,1.0,,inf,inf,inf,0.1221122112211221,0.12 ± nan,0.0 ± nan
BF,7_vs_0,days_to_recovery,,,,,,,nan ± nan,48.0 ± nan
BF,7_vs_0,diarrhoea,1.0,,inf,inf,inf,0.0264026402640264,0.03 ± nan,0.0 ± nan
BF,7_vs_0,fail_child.is.sick,1.0,,inf,inf,inf,0.0726072607260726,0.07 ± nan,0.0 ± nan
BF,7_vs_0,fail_child.or.parents.not.at.home,1.0,,inf,inf,inf,0.0561056105610561,0.06 ± nan,0.0 ± nan
BF,7_vs_0,fail_child.refused.to.take,1.0,,23.366336633663888,4.546359661497441,1.3685906291874737,0.0758180902836047,0.08 ± nan,0.0 ± nan
BF,7_vs_0,fail_child.vomiting,1.0,,,,,0.0,0.0 ± nan,0.0 ± nan
BF,7_vs_0,fail_no.failure,1.0,,0.794773354886509,-0.33138458845159324,-0.09975670122469331,-0.20453096157073347,0.79 ± nan,1.0 ± nan
BF,7_vs_0,fail_other,1.0,,,,,0.0,0.0 ± nan,0.0 ± nan
BF,7_vs_0,fail_parents.refused.to.feed,1.0,,,,,0.0,0.0 ± nan,0.0 ± nan
BF,7_vs_0,fever,1.0,,,,,0.0,0.0 ± nan,0.0 ± nan
BF,7_vs_0,ors,1.0,,inf,inf,inf,0.0264026402640264,0.03 ± nan,0.0 ± nan
BF,7_vs_0,rash,1.0,,,,,0.0,0.0 ± nan,0.0 ± nan
BF,7_vs_0,zinc,1.0,,,,,0.0,0.0 ± nan,0.0 ± nan
PoB,Clinic_vs_Home,antibiotic,0.9085583265063196,,0.8741671914130681,-0.19401886189519613,-0.05840549715504145,-0.005832028678037615,0.04 ± 0.04,0.05 ± 0.05
PoB,Clinic_vs_Home,base_temp,0.7730882988168453,,1.0004218372072555,0.0006084541216970723,0.00018316294161620111,0.015274725274721845,36.23 ± 0.24,36.21 ± 0.22
PoB,Clinic_vs_Home,comp_cookies.ruti.bread,0.4449316376568895,,1.3759140137798058,0.46039031323069335,0.13859129399557457,0.01424171342297953,0.05 ± 0.08,0.04 ± 0.05
PoB,Clinic_vs_Home,comp_halwa,0.7573333163120137,,1.0274953125930946,0.03913181238469811,0.011779849312489397,1.3268500806555659e-05,0.0 ± 0.0,0.0 ± 0.0
PoB,Clinic_vs_Home,comp_khichuri,0.005664796911892475,,2.1836220861728886,1.126723194361722,0.3391774783132162,0.026134920786767303,0.05 ± 0.09,0.02 ± 0.05
PoB,Clinic_vs_Home,comp_none,0.9357656285021544,,1.4793645858279587,0.5649776449634442,0.1700752180135919,0.007465350679013294,0.02 ± 0.07,0.02 ± 0.04
PoB,Clinic_vs_Home,comp_others,0.9668662200026947,,1.2064217749645694,0.27073437346547924,0.08149916727040389,0.00924550284029698,0.05 ± 0.14,0.04 ± 0.1
PoB,Clinic_vs_Home,comp_rice.and.curry,0.8956072880162212,,1.0077974147812823,0.011205660599696635,0.0033732399617387226,0.005379921865367732,0.7 ± 0.29,0.69 ± 0.29
PoB,Clinic_vs_Home,comp_suji,0.24873548863682626,,0.6690456672416739,-0.5798234062111872,-0.17454423745762848,-0.061271686190320945,0.12 ± 0.22,0.19 ± 0.28
PoB,Clinic_vs_Home,comp_tea.drinks.juice,0.9508167736553562,,0.7044006393590603,-0.5055318762353804,-0.15218025851114086,-0.001208991904910362,0.0 ± 0.01,0.0 ± 0.02
PoB,Clinic_vs_Home,cough,0.8014291498629994,,0.9310365644846619,-0.10309026720551552,-0.031033262689874996,-0.0030888645579210464,0.04 ± 0.04,0.04 ± 0.06
PoB,Clinic_vs_Home,days_to_recovery,,,0.8855102073137897,-0.17541915780728062,-0.05280642831410492,-6.391688770999117,49.44 ± 23.95,55.83 ± 17.44
PoB,Clinic_vs_Home,diarrhoea,0.38919052823912526,,1.4730945296243858,0.5588500122098126,0.1682306167523357,0.010420685974443004,0.03 ± 0.07,0.02 ± 0.04
PoB,Clinic_vs_Home,fail_child.is.sick,0.5945174992516132,,0.5870136895722047,-0.7685339464964314,-0.23135177058144307,-0.0034538470528550523,0.0 ± 0.01,0.01 ± 0.03
PoB,Clinic_vs_Home,fail_child.or.parents.not.at.home,0.09656272482251031,,1.3545996324935687,0.4378665094632576,0.131810953445127,0.008524230256472032,0.03 ± 0.07,0.02 ± 0.08
PoB,Clinic_vs_Home,fail_child.refused.to.take,0.06062149499839333,,1.0785707359452368,0.10912079592437066,0.03284863272396348,0.0011250687588795025,0.02 ± 0.03,0.01 ± 0.05
PoB,Clinic_vs_Home,fail_child.vomiting,0.5430034493168332,,1.99757508536846,0.9982497325664264,0.3005031126660417,0.0002614190475284212,0.0 ± 0.0,0.0 ± 0.0
PoB,Clinic_vs_Home,fail_no.failure,0.062442565634352604,,0.9828323219479497,-0.024982791168512507,-0.007520569517131467,-0.01631369656185988,0.93 ± 0.12,0.95 ± 0.11
PoB,Clinic_vs_Home,fail_other,0.1619323997181571,,6.354289886898747,2.6677309082527585,0.8030670237439965,0.0009459876125262787,0.0 ± 0.01,0.0 ± 0.0
PoB,Clinic_vs_Home,fail_parents.refused.to.feed,0.6527334805921787,,4.449110791261841,2.153517024792387,0.648273220635562,0.008910837939308738,0.01 ± 0.08,0.0 ± 0.01
PoB,Clinic_vs_Home,fever,0.9768275698899846,,0.9444047234225089,-0.08252283769057767,-0.024841849472174018,-3.186700467855321e-05,0.0 ± 0.0,0.0 ± 0.0
PoB,Clinic_vs_Home,ors,0.8361602377153432,,0.8194129795346565,-0.28733734954049955,-0.08649716108627643,-0.0017843407284276365,0.01 ± 0.01,0.01 ± 0.02
PoB,Clinic_vs_Home,rash,0.3910191689066329,,1.8277148819907363,0.870041031872933,0.26190844805219476,0.001682516306794985,0.0 ± 0.02,0.0 ± 0.01
PoB,Clinic_vs_Home,zinc,0.7812687755688505,,0.8408361418813426,-0.2501034125135854,-0.07528862918451151,-0.0004969789189765593,0.0 ± 0.01,0.0 ± 0.01
